DA,Source,Target,Indexed,Source_url,Target_url
38,Artus Hard Back Case for iPhone 14 Pro Max,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/products/artus-case-for-iphone-14-pro-max-6-7"", ""https://www.stuffcool.com/products/artus-case-for-iphone-14-pro-max-6-7"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Ringo Magsafe Compatible Case with Stand for iPhone 15 Series  d-for-iphone-15-series,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/products/ringo-magsafe-compatible-case-with-stan"", ""https://www.stuffcool.com/products/ringo-magsafe-compatible-case-with-stan"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Desk Essentials,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/collections/desk-essentials"", ""https://www.stuffcool.com/collections/desk-essentials"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Premier Leather Back Case Cover for iPhone 14 Pro,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/products/premier-case-for-iphone"", ""https://www.stuffcool.com/products/premier-case-for-iphone"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,"Marquis Shoulder Sleeve Made for 14"" Macbooks  cbooks?variant=48000733282607",Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/products/marquis-shoulder-sleeve-made-for-14-ma"", ""https://www.stuffcool.com/products/marquis-shoulder-sleeve-made-for-14-ma"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Trial and Error,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/collections/trial-and-error"", ""https://www.stuffcool.com/collections/trial-and-error"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Ecolo Made From Recycled Plastic Type C to C PD100W 5A Sync & Charge C  m-recycled-plastic-type-c-to-c-pd65w-sync-charge-cable,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/collections/type-c-cables/products/ecolo-made-fro"", ""https://www.stuffcool.com/collections/type-c-cables/products/ecolo-made-fro"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Palm Smallest 10000mAh PD20W Type C Powerbank  0000-mah,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/collections/feed/products/mini-qcpd-power-bank-1"", ""https://www.stuffcool.com/collections/feed/products/mini-qcpd-power-bank-1"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Ecolo Made From Recycled Plastic Type C to Lightning PD 20W Sync & Cha  o-l-pd-20w-sync-charge-cable,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/products/ecolo-made-from-recycled-plastic-type-c-t"", ""https://www.stuffcool.com/products/ecolo-made-from-recycled-plastic-type-c-t"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Primus USB4 Type-C to Type-C Cable  240w-power-and-40gbps-data-with-8k-video-transmission?_pos=3&_fid=b2b52 9437&_ss=c,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/products/primus-usb-4-type-c-to-type-c-cable-with-"", ""https://www.stuffcool.com/products/primus-usb-4-type-c-to-type-c-cable-with-"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Cases,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/collections/cases/iPhone-16"", ""https://www.stuffcool.com/collections/cases/iPhone-16"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Neo 67W Dual Type C Port GaN Charger  -gan-charger,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/collections/feed/products/neo-67w-dual-type-c-port"", ""https://www.stuffcool.com/collections/feed/products/neo-67w-dual-type-c-port"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Are you ready for the Apple Watch 7?,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/blogs/news/are-you-ready-for-the-apple-watch-7"", ""https://www.stuffcool.com/blogs/news/are-you-ready-for-the-apple-watch-7"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Premier mag magsafe compatible case for iPhone 16 series  or-iphone-16-series?variant=50467092136239,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/products/premier-mag-magsafe-compatible-case-f"", ""https://www.stuffcool.com/products/premier-mag-magsafe-compatible-case-f"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,"Magnus Messenger bag for Macbook Pro 16"" and Laptops upto 15.6""  essenger-bag-for-macbook-pro-upto-40-6cm-16-inch-and-laptop-39-6cm-15-6-i nches",Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/collections/macbook/products/stuffcool-magnus-m"", ""https://www.stuffcool.com/collections/macbook/products/stuffcool-magnus-m"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Major Ultra 65W PD Super Fast Charging 20000mAh Powerbank  0000mah-powerbank,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/products/major-ultra-65w-pd-super-fast-charging-2"", ""https://www.stuffcool.com/products/major-ultra-65w-pd-super-fast-charging-2"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,"Smoke Smooth & Soft Back Cover for iPhone 14 6.7"" Plus  or-iphone-14-6-7-plus",Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/collections/cases/products/clear-smoke-back-case-f"", ""https://www.stuffcool.com/collections/cases/products/clear-smoke-back-case-f"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Major Plus 20000mAh 20W PD Powerbank  k,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/products/major-plus-20000mah-20w-pd-powerban"", ""https://www.stuffcool.com/products/major-plus-20000mah-20w-pd-powerban"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,iPhone Cases,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/collections/iphone-cases"", ""https://www.stuffcool.com/collections/iphone-cases"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Iris Magsafe Compatible Case with Stand for iPhone 14  ble-case-with-stand-for-iphone-14,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/collections/magsafe/products/iris-magsafe-compati"", ""https://www.stuffcool.com/collections/magsafe/products/iris-magsafe-compati"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Iris Magsafe Compatible Case with Stand for iPhone 14  -case-with-stand-for-iphone-14,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/collections/cases/products/iris-magsafe-compatible"", ""https://www.stuffcool.com/collections/cases/products/iris-magsafe-compatible"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,"Lush Shoulder Sleeve Made for 14"" Macbooks  cbook-air-13-macbook-pro-13",Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/collections/focus/products/lush-shoulder-sleeve-ma"", ""https://www.stuffcool.com/collections/focus/products/lush-shoulder-sleeve-ma"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Qi2,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/collections/qi2"", ""https://www.stuffcool.com/collections/qi2"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Snap Type C 5000mAh Powerbank  erbank-1,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/collections/ios/products/snap-type-c-5000mah-pow"", ""https://www.stuffcool.com/collections/ios/products/snap-type-c-5000mah-pow"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Chrome Transparent Back Cover Case for iPhone 14 Pro Max,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/products/chrome-case-for-iphone-14-pro-max-6-7"", ""https://www.stuffcool.com/products/chrome-case-for-iphone-14-pro-max-6-7"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Privacy Policy,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/pages/privacy-policy"", ""https://www.stuffcool.com/pages/privacy-policy"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Major Max 20000mAh 35W PD PPS Powerbank  20000mah-35w-pd-pps-powerbank,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/collections/wired-powerbank/products/major-max-"", ""https://www.stuffcool.com/collections/wired-powerbank/products/major-max-"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Neo 67W Dual Type C Port GaN Charger  -type-c-port-gan-charger,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/collections/best-of-the-best/products/neo-67w-dual"", ""https://www.stuffcool.com/collections/best-of-the-best/products/neo-67w-dual"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Primus USB4 Type-C to Type-C Cable  240w-power-and-40gbps-data-with-8k-video-transmission,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/products/primus-usb-4-type-c-to-type-c-cable-with-"", ""https://www.stuffcool.com/products/primus-usb-4-type-c-to-type-c-cable-with-"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Primus USB4 Type-C to Type-C Cable  240w-power-and-40gbps-data-with-8k-video-transmission?_pos=1&_fid=3d5ad 6cbf&_ss=c,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/products/primus-usb-4-type-c-to-type-c-cable-with-"", ""https://www.stuffcool.com/products/primus-usb-4-type-c-to-type-c-cable-with-"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Terms of Service,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/pages/terms-of-service"", ""https://www.stuffcool.com/pages/terms-of-service"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Car Charger,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/collections/car-charger"", ""https://www.stuffcool.com/collections/car-charger"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Stuffcool Nova 65W PD Multi Port 2 Type C & 1 USB A GaN Charger  multi-port-2-type-c-1-usb-a-gan-charger,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/collections/best-of-the-best/products/nova-pd65w-"", ""https://www.stuffcool.com/collections/best-of-the-best/products/nova-pd65w-"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,News,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/blogs/news/tagged/fast-charging"", ""https://www.stuffcool.com/blogs/news/tagged/fast-charging"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Nuevo PD 20W Smallest Wall Charger  ll-charger,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/collections/ios/products/nuevo-pd-20w-smallest-wa"", ""https://www.stuffcool.com/collections/ios/products/nuevo-pd-20w-smallest-wa"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Smoke Smooth & Soft Back Cover for iPhone 14 Pro  pro,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/products/clear-smoke-back-case-for-iphone-14-6-1-"", ""https://www.stuffcool.com/products/clear-smoke-back-case-for-iphone-14-6-1-"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Pixels,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/collections/pixels?filter.p.product_type=Cables"", ""https://www.stuffcool.com/collections/pixels?filter.p.product_type=Cables"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Cases,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/collections/cases/iphone-11"", ""https://www.stuffcool.com/collections/cases/iphone-11"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Gifting,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/pages/gifting"", ""https://www.stuffcool.com/pages/gifting"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Major 10000mAH 20W PD Powerbank  0mah-20w-pd-powerbank,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/collections/wired-powerbank/products/major-1000"", ""https://www.stuffcool.com/collections/wired-powerbank/products/major-1000"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Rover 3 in 1 Foldable Aluminium Magnetic Wireless Charging Station  oldable-aluminium-wireless-charging-station,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/collections/wireless-charger/products/rover-3-in-1-f"", ""https://www.stuffcool.com/collections/wireless-charger/products/rover-3-in-1-f"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,iPhone 13 Pro Max,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/collections/iphone-13-pro-max"", ""https://www.stuffcool.com/collections/iphone-13-pro-max"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Wall Chargers,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/collections/wall-chargers"", ""https://www.stuffcool.com/collections/wall-chargers"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Ecolo Made From Recycled Plastic USB A to Type C PD Sync & Charge Cabl  o-c-pd-65w-6-5a-sync-charge-cable,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/products/ecolo-made-from-recycled-plastic-usb-a-t"", ""https://www.stuffcool.com/products/ecolo-made-from-recycled-plastic-usb-a-t"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Premier Leather Back Cover for iPhone 14 Pro Max,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/products/premier-case-for-iphone-14-pro-max-6-7"", ""https://www.stuffcool.com/products/premier-case-for-iphone-14-pro-max-6-7"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Checkout Promo,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/collections/checkout-promo"", ""https://www.stuffcool.com/collections/checkout-promo"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Wired Powerbank,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/collections/wired-powerbank"", ""https://www.stuffcool.com/collections/wired-powerbank"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Premier Magsafe Compatible Case for iPhone 15 Series  one-15-series,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/products/premier-magsafe-compatible-case-for-iph"", ""https://www.stuffcool.com/products/premier-magsafe-compatible-case-for-iph"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Artus Hard Back Case for iPhone 14 Pro Max  4-pro-max-6-7,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/collections/cases/products/artus-case-for-iphone-1"", ""https://www.stuffcool.com/collections/cases/products/artus-case-for-iphone-1"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Jetset Universal World Travel Adapter with PD20W Type C port  el-adapter-with-pd20w-type-c-port,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/collections/ios/products/jetset-universal-world-trav"", ""https://www.stuffcool.com/collections/ios/products/jetset-universal-world-trav"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Samsung  ank,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/collections/samsung?filter.p.product_type=Powerb"", ""https://www.stuffcool.com/collections/samsung?filter.p.product_type=Powerb"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Neo 67W Dual Type C Port GaN Charger,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/products/neo-67w-dual-type-c-port-gan-charger"", ""https://www.stuffcool.com/products/neo-67w-dual-type-c-port-gan-charger"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Iris Magsafe Compatible Case with Stand for iPhone 14  or-iphone-14,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/products/iris-magsafe-compatible-case-with-stand-f"", ""https://www.stuffcool.com/products/iris-magsafe-compatible-case-with-stand-f"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Accessorise Your Devices,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/"", ""https://www.stuffcool.com/"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Premier Leather Back Case Cover for iPhone 14 Plus,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/products/premier-case-for-iphone-14-6-7-max"", ""https://www.stuffcool.com/products/premier-case-for-iphone-14-6-7-max"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Shipping,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/pages/shipping"", ""https://www.stuffcool.com/pages/shipping"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Laptops,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/collections/laptops?filter.p.product_type=Cable"", ""https://www.stuffcool.com/collections/laptops?filter.p.product_type=Cable"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Click Duo 10000mAh Magnetic Wireless Powerbank with Apple Watch Chargi  etic-wireless-powerbank-with-apple-watch-charging,Powered by Propero,2025-06-23,"=HYPERLINK(""https://www.stuffcool.com/collections/ios/products/click-duo-10000mah-magn"", ""https://www.stuffcool.com/collections/ios/products/click-duo-10000mah-magn"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
